packet_id,time,proto,data_length,ip_src,ip_dst,src_port,dst_port
32,1551438659.270211,6,1448,80.249.99.148,192.168.1.149,80,51850
33,1551438659.318602,6,1448,80.249.99.148,192.168.1.149,80,51850
34,1551438659.318935,6,1448,80.249.99.148,192.168.1.149,80,51850
35,1551438659.319793,6,1448,80.249.99.148,192.168.1.149,80,51850
36,1551438659.319907,6,1448,80.249.99.148,192.168.1.149,80,51850
37,1551438659.321017,6,1448,80.249.99.148,192.168.1.149,80,51850
38,1551438659.321157,6,1448,80.249.99.148,192.168.1.149,80,51850
39,1551438659.322107,6,1448,80.249.99.148,192.168.1.149,80,51850
40,1551438659.322319,6,1448,80.249.99.148,192.168.1.149,80,51850
41,1551438659.32233,6,1448,80.249.99.148,192.168.1.149,80,51850
42,1551438659.322339,6,1448,80.249.99.148,192.168.1.149,80,51850
43,1551438659.322348,6,1448,80.249.99.148,192.168.1.149,80,51850
44,1551438659.322357,6,1448,80.249.99.148,192.168.1.149,80,51850
45,1551438659.323791,6,1448,80.249.99.148,192.168.1.149,80,51850
46,1551438659.323845,6,1448,80.249.99.148,192.168.1.149,80,51850
47,1551438659.323901,6,1448,80.249.99.148,192.168.1.149,80,51850
48,1551438659.323934,6,1448,80.249.99.148,192.168.1.149,80,51850
49,1551438659.323965,6,1448,80.249.99.148,192.168.1.149,80,51850
50,1551438659.324005,6,1448,80.249.99.148,192.168.1.149,80,51850
51,1551438659.324062,6,1448,80.249.99.148,192.168.1.149,80,51850
52,1551438659.324105,6,1448,80.249.99.148,192.168.1.149,80,51850
53,1551438659.324114,6,1448,80.249.99.148,192.168.1.149,80,51850
54,1551438659.32584,6,1448,80.249.99.148,192.168.1.149,80,51850
55,1551438659.325975,6,1448,80.249.99.148,192.168.1.149,80,51850
56,1551438659.326007,6,1448,80.249.99.148,192.168.1.149,80,51850
57,1551438659.326027,6,1448,80.249.99.148,192.168.1.149,80,51850
58,1551438659.326046,6,1448,80.249.99.148,192.168.1.149,80,51850
59,1551438659.326107,6,1448,80.249.99.148,192.168.1.149,80,51850
60,1551438659.326116,6,1448,80.249.99.148,192.168.1.149,80,51850
61,1551438659.326123,6,1448,80.249.99.148,192.168.1.149,80,51850
62,1551438659.326129,6,1448,80.249.99.148,192.168.1.149,80,51850
63,1551438659.326134,6,1448,80.249.99.148,192.168.1.149,80,51850
64,1551438659.326139,6,1448,80.249.99.148,192.168.1.149,80,51850
65,1551438659.326143,6,1448,80.249.99.148,192.168.1.149,80,51850
66,1551438659.32615,6,1448,80.249.99.148,192.168.1.149,80,51850
67,1551438659.326154,6,1448,80.249.99.148,192.168.1.149,80,51850
68,1551438659.326978,6,1448,80.249.99.148,192.168.1.149,80,51850
69,1551438659.326996,6,1448,80.249.99.148,192.168.1.149,80,51850
70,1551438659.327,6,1448,80.249.99.148,192.168.1.149,80,51850
71,1551438659.327003,6,1448,80.249.99.148,192.168.1.149,80,51850
72,1551438659.32701,6,1448,80.249.99.148,192.168.1.149,80,51850
73,1551438659.369772,6,1448,80.249.99.148,192.168.1.149,80,51850
74,1551438659.369797,6,1448,80.249.99.148,192.168.1.149,80,51850
75,1551438659.370444,6,1448,80.249.99.148,192.168.1.149,80,51850
76,1551438659.370465,6,1448,80.249.99.148,192.168.1.149,80,51850
77,1551438659.370473,6,1448,80.249.99.148,192.168.1.149,80,51850
78,1551438659.37048,6,1448,80.249.99.148,192.168.1.149,80,51850
79,1551438659.370485,6,1448,80.249.99.148,192.168.1.149,80,51850
80,1551438659.370492,6,1448,80.249.99.148,192.168.1.149,80,51850
81,1551438659.370933,6,1448,80.249.99.148,192.168.1.149,80,51850
82,1551438659.371086,6,1448,80.249.99.148,192.168.1.149,80,51850
83,1551438659.371598,6,1448,80.249.99.148,192.168.1.149,80,51850
84,1551438659.371726,6,1448,80.249.99.148,192.168.1.149,80,51850
85,1551438659.372757,6,1448,80.249.99.148,192.168.1.149,80,51850
86,1551438659.372769,6,1448,80.249.99.148,192.168.1.149,80,51850
87,1551438659.373346,6,1448,80.249.99.148,192.168.1.149,80,51850
88,1551438659.373368,6,1448,80.249.99.148,192.168.1.149,80,51850
89,1551438659.373375,6,1448,80.249.99.148,192.168.1.149,80,51850
90,1551438659.373382,6,1448,80.249.99.148,192.168.1.149,80,51850
91,1551438659.373685,6,1448,80.249.99.148,192.168.1.149,80,51850
92,1551438659.373817,6,1448,80.249.99.148,192.168.1.149,80,51850
93,1551438659.374456,6,1448,80.249.99.148,192.168.1.149,80,51850
94,1551438659.374496,6,1448,80.249.99.148,192.168.1.149,80,51850
95,1551438659.375421,6,1448,80.249.99.148,192.168.1.149,80,51850
96,1551438659.375469,6,1448,80.249.99.148,192.168.1.149,80,51850
97,1551438659.375882,6,1448,80.249.99.148,192.168.1.149,80,51850
98,1551438659.375924,6,1448,80.249.99.148,192.168.1.149,80,51850
99,1551438659.375949,6,1448,80.249.99.148,192.168.1.149,80,51850
100,1551438659.375956,6,1448,80.249.99.148,192.168.1.149,80,51850
101,1551438659.37631,6,1448,80.249.99.148,192.168.1.149,80,51850
102,1551438659.376507,6,1448,80.249.99.148,192.168.1.149,80,51850
103,1551438659.376979,6,1448,80.249.99.148,192.168.1.149,80,51850
104,1551438659.37706,6,1448,80.249.99.148,192.168.1.149,80,51850
105,1551438659.377329,6,1448,80.249.99.148,192.168.1.149,80,51850
106,1551438659.377392,6,1448,80.249.99.148,192.168.1.149,80,51850
107,1551438659.378182,6,1448,80.249.99.148,192.168.1.149,80,51850
108,1551438659.378223,6,1448,80.249.99.148,192.168.1.149,80,51850
109,1551438659.378275,6,1448,80.249.99.148,192.168.1.149,80,51850
110,1551438659.378927,6,1448,80.249.99.148,192.168.1.149,80,51850
111,1551438659.378959,6,1448,80.249.99.148,192.168.1.149,80,51850
112,1551438659.378979,6,1448,80.249.99.148,192.168.1.149,80,51850
113,1551438659.378997,6,1448,80.249.99.148,192.168.1.149,80,51850
114,1551438659.379014,6,1448,80.249.99.148,192.168.1.149,80,51850
115,1551438659.379032,6,1448,80.249.99.148,192.168.1.149,80,51850
116,1551438659.379048,6,1448,80.249.99.148,192.168.1.149,80,51850
117,1551438659.379773,6,1448,80.249.99.148,192.168.1.149,80,51850
118,1551438659.379801,6,1448,80.249.99.148,192.168.1.149,80,51850
119,1551438659.379814,6,1448,80.249.99.148,192.168.1.149,80,51850
120,1551438659.379818,6,1448,80.249.99.148,192.168.1.149,80,51850
121,1551438659.379827,6,1448,80.249.99.148,192.168.1.149,80,51850
122,1551438659.379835,6,1448,80.249.99.148,192.168.1.149,80,51850
123,1551438659.380848,6,1448,80.249.99.148,192.168.1.149,80,51850
124,1551438659.380873,6,1448,80.249.99.148,192.168.1.149,80,51850
125,1551438659.380947,6,1448,80.249.99.148,192.168.1.149,80,51850
126,1551438659.380962,6,1448,80.249.99.148,192.168.1.149,80,51850
127,1551438659.380972,6,1448,80.249.99.148,192.168.1.149,80,51850
128,1551438659.38098,6,1448,80.249.99.148,192.168.1.149,80,51850
129,1551438659.380983,6,1448,80.249.99.148,192.168.1.149,80,51850
130,1551438659.382581,6,1448,80.249.99.148,192.168.1.149,80,51850
131,1551438659.382603,6,1448,80.249.99.148,192.168.1.149,80,51850
132,1551438659.382615,6,1448,80.249.99.148,192.168.1.149,80,51850
133,1551438659.382623,6,1448,80.249.99.148,192.168.1.149,80,51850
134,1551438659.382631,6,1448,80.249.99.148,192.168.1.149,80,51850
135,1551438659.382638,6,1448,80.249.99.148,192.168.1.149,80,51850
136,1551438659.382641,6,1448,80.249.99.148,192.168.1.149,80,51850
137,1551438659.382644,6,1448,80.249.99.148,192.168.1.149,80,51850
138,1551438659.382647,6,1448,80.249.99.148,192.168.1.149,80,51850
139,1551438659.38265,6,1448,80.249.99.148,192.168.1.149,80,51850
140,1551438659.384857,6,1448,80.249.99.148,192.168.1.149,80,51850
141,1551438659.384876,6,1448,80.249.99.148,192.168.1.149,80,51850
142,1551438659.384886,6,1448,80.249.99.148,192.168.1.149,80,51850
143,1551438659.384893,6,1448,80.249.99.148,192.168.1.149,80,51850
144,1551438659.3849,6,1448,80.249.99.148,192.168.1.149,80,51850
145,1551438659.384908,6,1448,80.249.99.148,192.168.1.149,80,51850
146,1551438659.384912,6,1448,80.249.99.148,192.168.1.149,80,51850
147,1551438659.384915,6,1448,80.249.99.148,192.168.1.149,80,51850
148,1551438659.384917,6,1448,80.249.99.148,192.168.1.149,80,51850
149,1551438659.384921,6,1448,80.249.99.148,192.168.1.149,80,51850
150,1551438659.384923,6,1448,80.249.99.148,192.168.1.149,80,51850
151,1551438659.42045,6,1448,80.249.99.148,192.168.1.149,80,51850
152,1551438659.42053,6,1448,80.249.99.148,192.168.1.149,80,51850
153,1551438659.420974,6,1448,80.249.99.148,192.168.1.149,80,51850
154,1551438659.420987,6,1448,80.249.99.148,192.168.1.149,80,51850
155,1551438659.421003,6,1448,80.249.99.148,192.168.1.149,80,51850
156,1551438659.42101,6,1448,80.249.99.148,192.168.1.149,80,51850
157,1551438659.421015,6,1448,80.249.99.148,192.168.1.149,80,51850
158,1551438659.421027,6,1448,80.249.99.148,192.168.1.149,80,51850
159,1551438659.42163,6,1448,80.249.99.148,192.168.1.149,80,51850
160,1551438659.421644,6,1448,80.249.99.148,192.168.1.149,80,51850
161,1551438659.421651,6,1448,80.249.99.148,192.168.1.149,80,51850
162,1551438659.421657,6,1448,80.249.99.148,192.168.1.149,80,51850
163,1551438659.421662,6,1448,80.249.99.148,192.168.1.149,80,51850
164,1551438659.422451,6,1448,80.249.99.148,192.168.1.149,80,51850
165,1551438659.422467,6,1448,80.249.99.148,192.168.1.149,80,51850
166,1551438659.422475,6,1448,80.249.99.148,192.168.1.149,80,51850
167,1551438659.422481,6,1448,80.249.99.148,192.168.1.149,80,51850
168,1551438659.422488,6,1448,80.249.99.148,192.168.1.149,80,51850
169,1551438659.422494,6,1448,80.249.99.148,192.168.1.149,80,51850
170,1551438659.423195,6,1448,80.249.99.148,192.168.1.149,80,51850
171,1551438659.423243,6,1448,80.249.99.148,192.168.1.149,80,51850
172,1551438659.423271,6,1448,80.249.99.148,192.168.1.149,80,51850
173,1551438659.423284,6,1448,80.249.99.148,192.168.1.149,80,51850
174,1551438659.4233,6,1448,80.249.99.148,192.168.1.149,80,51850
175,1551438659.423314,6,1448,80.249.99.148,192.168.1.149,80,51850
176,1551438659.423873,6,1448,80.249.99.148,192.168.1.149,80,51850
177,1551438659.423902,6,1448,80.249.99.148,192.168.1.149,80,51850
178,1551438659.423917,6,1448,80.249.99.148,192.168.1.149,80,51850
179,1551438659.423926,6,1448,80.249.99.148,192.168.1.149,80,51850
180,1551438659.424449,6,1448,80.249.99.148,192.168.1.149,80,51850
181,1551438659.424462,6,1448,80.249.99.148,192.168.1.149,80,51850
182,1551438659.42447,6,1448,80.249.99.148,192.168.1.149,80,51850
183,1551438659.424476,6,1448,80.249.99.148,192.168.1.149,80,51850
184,1551438659.424489,6,1448,80.249.99.148,192.168.1.149,80,51850
185,1551438659.425119,6,1448,80.249.99.148,192.168.1.149,80,51850
186,1551438659.425136,6,1448,80.249.99.148,192.168.1.149,80,51850
187,1551438659.425147,6,1448,80.249.99.148,192.168.1.149,80,51850
188,1551438659.425153,6,1448,80.249.99.148,192.168.1.149,80,51850
189,1551438659.42516,6,1448,80.249.99.148,192.168.1.149,80,51850
190,1551438659.425792,6,1448,80.249.99.148,192.168.1.149,80,51850
191,1551438659.425805,6,1448,80.249.99.148,192.168.1.149,80,51850
192,1551438659.425812,6,1448,80.249.99.148,192.168.1.149,80,51850
193,1551438659.425822,6,1448,80.249.99.148,192.168.1.149,80,51850
194,1551438659.425843,6,1448,80.249.99.148,192.168.1.149,80,51850
195,1551438659.426553,6,1448,80.249.99.148,192.168.1.149,80,51850
196,1551438659.426586,6,1448,80.249.99.148,192.168.1.149,80,51850
197,1551438659.42662,6,1448,80.249.99.148,192.168.1.149,80,51850
198,1551438659.426635,6,1448,80.249.99.148,192.168.1.149,80,51850
199,1551438659.42665,6,1448,80.249.99.148,192.168.1.149,80,51850
200,1551438659.426662,6,1448,80.249.99.148,192.168.1.149,80,51850
201,1551438659.426986,6,1448,80.249.99.148,192.168.1.149,80,51850
202,1551438659.427011,6,1448,80.249.99.148,192.168.1.149,80,51850
203,1551438659.427026,6,1448,80.249.99.148,192.168.1.149,80,51850
204,1551438659.427325,6,1448,80.249.99.148,192.168.1.149,80,51850
205,1551438659.427361,6,1448,80.249.99.148,192.168.1.149,80,51850
206,1551438659.427368,6,1448,80.249.99.148,192.168.1.149,80,51850
207,1551438659.427675,6,1448,80.249.99.148,192.168.1.149,80,51850
208,1551438659.427705,6,1448,80.249.99.148,192.168.1.149,80,51850
209,1551438659.428542,6,1448,80.249.99.148,192.168.1.149,80,51850
210,1551438659.428693,6,1448,80.249.99.148,192.168.1.149,80,51850
211,1551438659.429246,6,1448,80.249.99.148,192.168.1.149,80,51850
212,1551438659.429279,6,1448,80.249.99.148,192.168.1.149,80,51850
213,1551438659.429525,6,1448,80.249.99.148,192.168.1.149,80,51850
214,1551438659.429676,6,1448,80.249.99.148,192.168.1.149,80,51850
215,1551438659.43029,6,1448,80.249.99.148,192.168.1.149,80,51850
216,1551438659.43033,6,1448,80.249.99.148,192.168.1.149,80,51850
217,1551438659.430635,6,1448,80.249.99.148,192.168.1.149,80,51850
218,1551438659.430672,6,1448,80.249.99.148,192.168.1.149,80,51850
219,1551438659.432063,6,1448,80.249.99.148,192.168.1.149,80,51850
220,1551438659.432188,6,1448,80.249.99.148,192.168.1.149,80,51850
221,1551438659.432944,6,1448,80.249.99.148,192.168.1.149,80,51850
222,1551438659.432983,6,1448,80.249.99.148,192.168.1.149,80,51850
223,1551438659.433603,6,1448,80.249.99.148,192.168.1.149,80,51850
224,1551438659.433652,6,1448,80.249.99.148,192.168.1.149,80,51850
225,1551438659.433676,6,1448,80.249.99.148,192.168.1.149,80,51850
226,1551438659.433695,6,1448,80.249.99.148,192.168.1.149,80,51850
227,1551438659.433739,6,1448,80.249.99.148,192.168.1.149,80,51850
228,1551438659.433776,6,1448,80.249.99.148,192.168.1.149,80,51850
229,1551438659.434938,6,1448,80.249.99.148,192.168.1.149,80,51850
230,1551438659.434962,6,1448,80.249.99.148,192.168.1.149,80,51850
231,1551438659.434985,6,1448,80.249.99.148,192.168.1.149,80,51850
232,1551438659.434995,6,1448,80.249.99.148,192.168.1.149,80,51850
233,1551438659.435004,6,1448,80.249.99.148,192.168.1.149,80,51850
234,1551438659.435013,6,1448,80.249.99.148,192.168.1.149,80,51850
235,1551438659.435025,6,1448,80.249.99.148,192.168.1.149,80,51850
236,1551438659.435046,6,1448,80.249.99.148,192.168.1.149,80,51850
237,1551438659.435054,6,1448,80.249.99.148,192.168.1.149,80,51850
238,1551438659.435752,6,1448,80.249.99.148,192.168.1.149,80,51850
239,1551438659.435773,6,1448,80.249.99.148,192.168.1.149,80,51850
240,1551438659.435796,6,1448,80.249.99.148,192.168.1.149,80,51850
241,1551438659.435799,6,1448,80.249.99.148,192.168.1.149,80,51850
242,1551438659.435802,6,1448,80.249.99.148,192.168.1.149,80,51850
243,1551438659.435805,6,1448,80.249.99.148,192.168.1.149,80,51850
244,1551438659.435808,6,1448,80.249.99.148,192.168.1.149,80,51850
245,1551438659.436674,6,1448,80.249.99.148,192.168.1.149,80,51850
246,1551438659.436701,6,1448,80.249.99.148,192.168.1.149,80,51850
247,1551438659.436723,6,1448,80.249.99.148,192.168.1.149,80,51850
248,1551438659.436729,6,1448,80.249.99.148,192.168.1.149,80,51850
249,1551438659.436733,6,1448,80.249.99.148,192.168.1.149,80,51850
250,1551438659.436735,6,1448,80.249.99.148,192.168.1.149,80,51850
251,1551438659.436738,6,1448,80.249.99.148,192.168.1.149,80,51850
252,1551438659.437819,6,1448,80.249.99.148,192.168.1.149,80,51850
253,1551438659.438012,6,1448,80.249.99.148,192.168.1.149,80,51850
254,1551438659.43804,6,1448,80.249.99.148,192.168.1.149,80,51850
255,1551438659.438052,6,1448,80.249.99.148,192.168.1.149,80,51850
256,1551438659.438062,6,1448,80.249.99.148,192.168.1.149,80,51850
257,1551438659.438086,6,1448,80.249.99.148,192.168.1.149,80,51850
258,1551438659.438096,6,1448,80.249.99.148,192.168.1.149,80,51850
259,1551438659.438434,6,1448,80.249.99.148,192.168.1.149,80,51850
260,1551438659.438449,6,1448,80.249.99.148,192.168.1.149,80,51850
261,1551438659.438456,6,1448,80.249.99.148,192.168.1.149,80,51850
262,1551438659.438461,6,1448,80.249.99.148,192.168.1.149,80,51850
263,1551438659.438466,6,1448,80.249.99.148,192.168.1.149,80,51850
264,1551438659.438468,6,1448,80.249.99.148,192.168.1.149,80,51850
265,1551438659.438471,6,1448,80.249.99.148,192.168.1.149,80,51850
266,1551438659.438476,6,1448,80.249.99.148,192.168.1.149,80,51850
267,1551438659.438479,6,1448,80.249.99.148,192.168.1.149,80,51850
268,1551438659.439206,6,1448,80.249.99.148,192.168.1.149,80,51850
269,1551438659.439217,6,1448,80.249.99.148,192.168.1.149,80,51850
270,1551438659.439235,6,1448,80.249.99.148,192.168.1.149,80,51850
271,1551438659.439239,6,1448,80.249.99.148,192.168.1.149,80,51850
272,1551438659.439242,6,1448,80.249.99.148,192.168.1.149,80,51850
273,1551438659.439244,6,1448,80.249.99.148,192.168.1.149,80,51850
274,1551438659.439956,6,1448,80.249.99.148,192.168.1.149,80,51850
275,1551438659.439999,6,1448,80.249.99.148,192.168.1.149,80,51850
276,1551438659.440022,6,1448,80.249.99.148,192.168.1.149,80,51850
277,1551438659.440035,6,1448,80.249.99.148,192.168.1.149,80,51850
278,1551438659.440056,6,1448,80.249.99.148,192.168.1.149,80,51850
279,1551438659.440062,6,1448,80.249.99.148,192.168.1.149,80,51850
280,1551438659.440691,6,1448,80.249.99.148,192.168.1.149,80,51850
281,1551438659.440704,6,1448,80.249.99.148,192.168.1.149,80,51850
282,1551438659.440711,6,1448,80.249.99.148,192.168.1.149,80,51850
283,1551438659.440716,6,1448,80.249.99.148,192.168.1.149,80,51850
284,1551438659.440722,6,1448,80.249.99.148,192.168.1.149,80,51850
285,1551438659.440724,6,1448,80.249.99.148,192.168.1.149,80,51850
286,1551438659.441218,6,1448,80.249.99.148,192.168.1.149,80,51850
287,1551438659.441234,6,1448,80.249.99.148,192.168.1.149,80,51850
288,1551438659.44124,6,1448,80.249.99.148,192.168.1.149,80,51850
289,1551438659.441244,6,1448,80.249.99.148,192.168.1.149,80,51850
290,1551438659.44125,6,1448,80.249.99.148,192.168.1.149,80,51850
291,1551438659.441381,6,1448,80.249.99.148,192.168.1.149,80,51850
292,1551438659.441689,6,1448,80.249.99.148,192.168.1.149,80,51850
293,1551438659.441705,6,1448,80.249.99.148,192.168.1.149,80,51850
294,1551438659.441711,6,1448,80.249.99.148,192.168.1.149,80,51850
295,1551438659.441715,6,1448,80.249.99.148,192.168.1.149,80,51850
296,1551438659.442981,6,1448,80.249.99.148,192.168.1.149,80,51850
297,1551438659.443039,6,1448,80.249.99.148,192.168.1.149,80,51850
298,1551438659.443055,6,1448,80.249.99.148,192.168.1.149,80,51850
299,1551438659.443065,6,1448,80.249.99.148,192.168.1.149,80,51850
300,1551438659.443663,6,1448,80.249.99.148,192.168.1.149,80,51850
301,1551438659.443674,6,1448,80.249.99.148,192.168.1.149,80,51850
302,1551438659.44368,6,1448,80.249.99.148,192.168.1.149,80,51850
303,1551438659.443683,6,1448,80.249.99.148,192.168.1.149,80,51850
304,1551438659.443692,6,1448,80.249.99.148,192.168.1.149,80,51850
305,1551438659.443696,6,1448,80.249.99.148,192.168.1.149,80,51850
306,1551438659.443699,6,1448,80.249.99.148,192.168.1.149,80,51850
307,1551438659.443702,6,1448,80.249.99.148,192.168.1.149,80,51850
308,1551438659.443706,6,1448,80.249.99.148,192.168.1.149,80,51850
309,1551438659.472995,6,1448,80.249.99.148,192.168.1.149,80,51850
310,1551438659.473028,6,1448,80.249.99.148,192.168.1.149,80,51850
311,1551438659.473847,6,1448,80.249.99.148,192.168.1.149,80,51850
312,1551438659.473872,6,1448,80.249.99.148,192.168.1.149,80,51850
313,1551438659.473899,6,1448,80.249.99.148,192.168.1.149,80,51850
314,1551438659.473907,6,1448,80.249.99.148,192.168.1.149,80,51850
315,1551438659.47392,6,1448,80.249.99.148,192.168.1.149,80,51850
316,1551438659.473932,6,1448,80.249.99.148,192.168.1.149,80,51850
317,1551438659.47394,6,1448,80.249.99.148,192.168.1.149,80,51850
318,1551438659.473958,6,1448,80.249.99.148,192.168.1.149,80,51850
319,1551438659.473964,6,1448,80.249.99.148,192.168.1.149,80,51850
320,1551438659.473973,6,1448,80.249.99.148,192.168.1.149,80,51850
321,1551438659.473981,6,1448,80.249.99.148,192.168.1.149,80,51850
322,1551438659.474766,6,1448,80.249.99.148,192.168.1.149,80,51850
323,1551438659.474781,6,1448,80.249.99.148,192.168.1.149,80,51850
324,1551438659.47479,6,1448,80.249.99.148,192.168.1.149,80,51850
325,1551438659.474797,6,1448,80.249.99.148,192.168.1.149,80,51850
326,1551438659.474804,6,1448,80.249.99.148,192.168.1.149,80,51850
327,1551438659.474811,6,1448,80.249.99.148,192.168.1.149,80,51850
328,1551438659.474817,6,1448,80.249.99.148,192.168.1.149,80,51850
329,1551438659.476065,6,1448,80.249.99.148,192.168.1.149,80,51850
330,1551438659.476088,6,1448,80.249.99.148,192.168.1.149,80,51850
331,1551438659.476108,6,1448,80.249.99.148,192.168.1.149,80,51850
332,1551438659.476116,6,1448,80.249.99.148,192.168.1.149,80,51850
333,1551438659.476122,6,1448,80.249.99.148,192.168.1.149,80,51850
334,1551438659.476128,6,1448,80.249.99.148,192.168.1.149,80,51850
335,1551438659.476134,6,1448,80.249.99.148,192.168.1.149,80,51850
336,1551438659.476141,6,1448,80.249.99.148,192.168.1.149,80,51850
337,1551438659.476826,6,1448,80.249.99.148,192.168.1.149,80,51850
338,1551438659.476869,6,1448,80.249.99.148,192.168.1.149,80,51850
339,1551438659.476885,6,1448,80.249.99.148,192.168.1.149,80,51850
340,1551438659.476896,6,1448,80.249.99.148,192.168.1.149,80,51850
341,1551438659.47691,6,1448,80.249.99.148,192.168.1.149,80,51850
342,1551438659.476924,6,1448,80.249.99.148,192.168.1.149,80,51850
343,1551438659.476934,6,1448,80.249.99.148,192.168.1.149,80,51850
344,1551438659.476953,6,1448,80.249.99.148,192.168.1.149,80,51850
345,1551438659.476964,6,1448,80.249.99.148,192.168.1.149,80,51850
346,1551438659.476977,6,1448,80.249.99.148,192.168.1.149,80,51850
347,1551438659.477659,6,1448,80.249.99.148,192.168.1.149,80,51850
348,1551438659.47768,6,1448,80.249.99.148,192.168.1.149,80,51850
349,1551438659.477692,6,1448,80.249.99.148,192.168.1.149,80,51850
350,1551438659.477697,6,1448,80.249.99.148,192.168.1.149,80,51850
351,1551438659.477705,6,1448,80.249.99.148,192.168.1.149,80,51850
352,1551438659.477714,6,1448,80.249.99.148,192.168.1.149,80,51850
353,1551438659.478486,6,1448,80.249.99.148,192.168.1.149,80,51850
354,1551438659.478516,6,1448,80.249.99.148,192.168.1.149,80,51850
355,1551438659.478529,6,1448,80.249.99.148,192.168.1.149,80,51850
356,1551438659.478536,6,1448,80.249.99.148,192.168.1.149,80,51850
357,1551438659.47855,6,1448,80.249.99.148,192.168.1.149,80,51850
358,1551438659.478558,6,1448,80.249.99.148,192.168.1.149,80,51850
359,1551438659.478564,6,1448,80.249.99.148,192.168.1.149,80,51850
360,1551438659.47943,6,1448,80.249.99.148,192.168.1.149,80,51850
361,1551438659.479458,6,1448,80.249.99.148,192.168.1.149,80,51850
362,1551438659.479468,6,1448,80.249.99.148,192.168.1.149,80,51850
363,1551438659.479474,6,1448,80.249.99.148,192.168.1.149,80,51850
364,1551438659.47948,6,1448,80.249.99.148,192.168.1.149,80,51850
365,1551438659.479485,6,1448,80.249.99.148,192.168.1.149,80,51850
366,1551438659.479491,6,1448,80.249.99.148,192.168.1.149,80,51850
367,1551438659.480117,6,1448,80.249.99.148,192.168.1.149,80,51850
368,1551438659.480138,6,1448,80.249.99.148,192.168.1.149,80,51850
369,1551438659.480149,6,1448,80.249.99.148,192.168.1.149,80,51850
370,1551438659.480158,6,1448,80.249.99.148,192.168.1.149,80,51850
371,1551438659.480174,6,1448,80.249.99.148,192.168.1.149,80,51850
372,1551438659.480183,6,1448,80.249.99.148,192.168.1.149,80,51850
373,1551438659.480191,6,1448,80.249.99.148,192.168.1.149,80,51850
374,1551438659.480199,6,1448,80.249.99.148,192.168.1.149,80,51850
375,1551438659.480707,6,1448,80.249.99.148,192.168.1.149,80,51850
376,1551438659.480724,6,1448,80.249.99.148,192.168.1.149,80,51850
377,1551438659.480731,6,1448,80.249.99.148,192.168.1.149,80,51850
378,1551438659.480737,6,1448,80.249.99.148,192.168.1.149,80,51850
379,1551438659.480742,6,1448,80.249.99.148,192.168.1.149,80,51850
380,1551438659.481657,6,1448,80.249.99.148,192.168.1.149,80,51850
381,1551438659.481673,6,1448,80.249.99.148,192.168.1.149,80,51850
382,1551438659.481682,6,1448,80.249.99.148,192.168.1.149,80,51850
383,1551438659.48169,6,1448,80.249.99.148,192.168.1.149,80,51850
384,1551438659.481706,6,1448,80.249.99.148,192.168.1.149,80,51850
385,1551438659.482383,6,1448,80.249.99.148,192.168.1.149,80,51850
386,1551438659.482434,6,1448,80.249.99.148,192.168.1.149,80,51850
